x,y,z,j
692.79,-3603.136,36,10.86
112.07,-3733.901,77,85.4
2806.01,-4695.128,-12,22.13
3378.05,-2831.009,43,15.0
4809.22,-4087.996,31,99.76
3309.28,-388.917,-86,51.92
3726.58,-4861.455,-79,84.69
1549.59,-469.566,-20,21.8
2.33,-282.506,-10,44.79
3390.35,-3593.338,-16,83.97
3836.21,445.358,-86,35.98
4688.69,-1200.482,92,38.44
-383.48,-420.665,43,95.84
-110.95,-4297.427,94,61.45
1174.23,-1216.183,22,66.41
-832.76,-2918.944,98,42.78
3504.13,-2820.189,20,67.31
-142.71,983.204,66,99.9
80.31,-1973.394,78,42.33
2157.81,-435.052,-44,83.27
4956.78,-4862.247,-2,47.17
1697.81,-3508.393,54,91.26
1359.42,-2576.125,-56,82.44
3821.39,-2702.121,36,16.5
2565.01,-2155.217,-12,33.13
1603.8,-1113.451,25,18.84
-115.78,-4429.222,93,38.2
-4.06,-3558.403,4,10.18
1517.31,869.933,76,80.06
-463.89,-4883.975,76,58.67
4278.81,677.13,52,28.87
4321.03,-4743.458,69,38.26
844.25,855.828,-81,48.63
3740.87,-2447.511,92,40.98
-805.83,-359.183,-58,13.86
1018.12,-432.475,-14,37.39
2554.36,-2003.808,-24,84.06
3648.33,-4937.881,27,45.92
1545.07,-1432.503,-72,39.02
254.56,-1205.722,-6,83.76
-801.39,-3057.771,87,94.3
4291.23,-2740.718,11,99.21
319.97,-1328.15,59,59.11
4011.26,-4591.889,-5,45.11
-95.35,373.965,-41,33.94
1919.75,-4661.294,39,19.24
3854.42,-2813.56,-1,85.94
228.04,940.023,18,41.71
2545.83,-231.641,59,68.3
3634.04,-4731.618,-85,69.8
316.59,-2323.761,27,78.24
2642.99,919.59,-98,91.56
3251.73,-2602.74,82,33.58
2113.44,186.395,59,81.17
3320.97,-1745.107,-77,48.3
243.63,-4239.342,21,94.31
1670.72,-2485.024,87,47.79
2727.9,-3721.099,16,10.04
115.63,-2690.61,-70,27.4
275.39,-4347.47,10,29.02
1947.29,-3021.364,73,43.54
3338.76,-4494.625,73,73.85
2043.76,-1365.216,-65,28.19
767.37,-2141.903,51,43.7
4820.33,-1601.851,51,92.02
3425.28,-443.302,-11,22.16
3760.34,-689.922,26,45.4
21.87,-3611.263,22,87.5
3808.93,407.443,-97,62.31
1472.28,587.369,38,62.25
3643.94,-14.975,16,50.6
2420.31,-551.612,53,46.99
4632.56,-4595.645,86,55.74
2522.36,-2082.794,85,86.48
2995.05,-1241.902,71,76.74
2891.26,-4375.46,66,29.23
2747.69,-2269.658,56,86.88
-76.03,-2996.807,-32,99.47
882.96,-1367.039,-86,70.09
-280.46,-3662.84,-46,21.26
1306.07,98.761,-62,33.85
-452.73,-4642.46,21,94.49
-5.55,-2116.088,-60,97.14
4641.81,-4611.887,91,35.86
1780.04,-40.023,83,36.2
779.76,-3599.44,82,41.92
2076.68,226.346,38,41.89
2804.15,-3293.381,61,62.46
1521.45,-86.884,18,76.47
-2.82,-2850.063,-56,82.81
2896.92,-1359.376,-57,86.52
2210.4,-2363.075,-44,53.8
2883.67,-145.542,78,28.09
4878.17,-587.332,49,98.09
3233.34,-2922.409,19,25.4
698.22,-931.072,-66,79.94
2720.1,-1950.404,31,18.84
3232.45,-941.521,19,59.99
3458.99,-283.577,-41,43.21
834.55,-3772.193,80,22.06
1351.45,843.275,-65,22.53
1335.67,86.473,-2,38.79
2018.85,558.304,89,60.89
1265.51,-3198.953,100,36.68
4370.51,-2258.166,-80,55.62
53.18,-3334.3,43,64.97
2922.33,800.918,96,43.01
4654.17,-3248.903,-2,23.23
3449.29,-2923.157,90,98.77
1971.38,858.686,-78,57.51
-777.69,957.862,56,34.03
-980.21,-4296.71,-92,22.69
2848.89,-4265.003,8,90.06
4306.48,-3319.126,51,50.01
4306.28,-1432.489,43,71.04
1881.5,-3842.935,-68,52.01
-82.86,-739.423,32,97.52
-277.44,-374.648,-21,16.93
866.77,-4136.512,25,83.24
-833.56,-2851.118,-93,90.83
2640.86,-3531.34,-31,58.77
454.35,-4616.926,-32,41.12
3071.82,-1385.274,-72,38.14
-259.2,-2516.491,71,43.64
1132.19,-1941.827,0,34.23
-36.96,-3249.496,56,54.7
2693.3,-467.358,60,49.39
4037.02,-2397.705,-28,45.65
1654.31,-735.511,14,37.39
3616.54,-3289.308,40,72.59
2569.1,-3426.724,51,75.78
1871.97,-3935.219,-28,25.21
3292.18,-3082.507,51,93.82
-538.7,-197.341,-50,19.24
1754.75,-4475.204,57,67.19
189.51,-2504.299,-64,63.61
357.43,-4143.156,57,99.12
4465.62,-1894.47,22,20.23
3851.86,-4694.748,64,61.33
838.15,-4865.666,9,88.95
4227.79,-3756.387,-60,65.61
4817.98,38.217,64,64.24
4185.95,-498.639,-72,57.82
2174.91,-352.734,71,98.25
1544.48,416.043,-20,86.51
3837.79,-4747.175,67,50.45
4244.15,-3862.159,42,58.24
1264.39,-3636.108,75,18.16
1458.79,725.779,40,79.64
170.06,-1667.657,97,60.71
542.67,904.338,-47,67.44
4522.4,-3504.381,10,45.72
749.63,421.98,61,23.36
3346.11,-766.24,-13,89.18
1738.73,855.241,61,84.33
1023.19,-697.017,24,40.36
770.97,-1067.101,60,61.53
1793.12,-1663.955,94,25.56
647.43,-3758.995,-68,46.62
-73.56,-2622.075,17,82.81
4299.86,-2373.848,65,54.27
1358.37,-59.05,52,86.92
3269.35,-3994.884,-25,96.28
160.5,-2806.781,42,25.72
-275.42,7.707,4,82.98
4540.11,-108.015,-42,47.92
3935.98,-4999.261,-81,20.55
1662.67,-2480.757,-77,31.98
3482.36,-122.519,98,18.91
-198.53,-4367.297,-73,64.81
1383.97,-3573.301,-97,31.5
4807.09,-4375.343,96,63.64
2662.24,923.534,-93,29.69
-809.99,-4278.248,82,11.32
472.37,-3241.061,-54,19.48
1678.22,-3201.468,71,62.11
3255.4,-3825.345,56,37.25
4844.84,194.069,-86,14.42
-943.25,-513.895,8,62.94
4778.18,-3328.18,17,36.75
2565.46,-848.316,-61,60.73
4590.11,-967.752,35,96.64
1548.22,971.994,24,25.74
2846.58,-3894.145,-99,88.24
2567.51,-3782.143,93,19.87
1141.05,-2064.552,-42,41.48
736.8,-2670.75,76,32.44
-459.08,702.314,-73,52.13
3368.2,-82.594,-65,87.89
3578.13,-4614.685,-15,21.03
1371.9,-3334.502,-13,65.53
4087.74,-4810.063,30,57.57
4780.99,-1357.766,83,35.87
389.01,-2180.755,32,57.61
4672.27,-2751.428,39,76.85
691.59,-3579.979,-39,18.92
1361.35,-2294.951,-33,62.66
4439.76,-4616.162,57,38.21
4102.39,-1033.994,52,11.04
3425.32,750.208,2,73.43
4069.12,-2338.819,48,94.1
4911.17,-3320.043,16,84.21
170.0,-53.378,-78,66.91
-850.49,-1163.802,-97,22.03
546.68,-1055.787,-77,25.35
3547.05,-4880.084,-50,32.98
4419.16,-3848.563,47,15.14
1002.79,-2448.403,57,58.84
1782.42,855.015,-33,14.27
4342.6,-3509.767,-13,52.14
4755.46,-1897.368,9,32.84
1252.47,-1692.04,24,50.88
1650.8,-4860.309,-86,15.18
831.43,982.331,88,20.63
-653.85,-2850.144,-50,18.77
1188.81,-1246.317,46,89.25
3344.53,-1175.744,6,58.83
3368.39,-2172.639,72,61.57
-336.41,-2703.79,-33,77.7
137.41,-3369.067,-48,13.75
4232.08,-425.07,38,92.43
4070.85,-454.763,-68,26.1
1350.29,458.036,-65,82.14
2130.59,-898.526,21,34.93
646.51,-910.948,-5,94.72
2723.73,-2867.448,64,18.91
2994.25,-4983.26,-47,11.6
-649.42,-2036.706,15,54.89
4321.82,-3150.77,-34,85.96
3809.05,108.78,-86,49.54
4961.3,-4320.26,42,84.9
1525.93,-3768.54,33,78.37
4328.29,0.562,22,36.2
1104.98,-2243.607,100,48.25
1480.64,-955.403,82,60.54
-314.04,-1250.775,79,36.75
844.89,-2568.008,37,55.21
2642.97,-2085.765,37,58.63
-692.17,-2172.995,66,41.18
2624.5,-2134.515,-79,28.45
2715.44,-4980.051,-23,78.07
-304.88,-3033.964,63,84.47
1225.28,-946.907,-17,42.64
520.74,-1372.156,-6,35.67
2011.54,-1992.982,-97,28.22
643.16,-3558.583,89,58.41
101.27,-426.508,96,37.43
3426.2,-911.76,-90,44.84
1854.42,-2709.736,-75,45.08
730.89,-3664.042,-74,61.42
3108.56,889.942,-35,86.42
2297.92,-1013.646,32,81.69
1639.28,-4154.525,88,69.09
2661.03,-3637.751,41,54.89
-988.07,551.336,-27,74.79
3966.55,-2459.149,-13,16.88
3323.08,-882.928,37,25.68
3431.5,-1592.111,-70,58.63
4915.7,-4739.091,85,12.61
-676.93,-2058.085,14,76.62
3580.75,-1789.153,95,86.98
3112.24,-1574.028,37,22.25
-490.75,-2326.829,-22,49.07
3766.33,-2022.083,32,39.45
692.33,-3984.257,93,97.55
-259.14,-4469.406,9,83.29
1157.14,-4516.787,75,30.64
1108.8,-2866.86,-7,25.09
2989.4,-3901.665,-37,15.98
2195.39,-3775.939,61,98.73
3326.48,-181.254,23,23.87
324.91,950.101,-67,24.31
1516.25,-3412.86,-51,30.39
2839.21,-1679.533,84,94.09
3393.11,-4298.85,-34,75.06
4397.57,-1587.195,-81,32.91
2632.56,-3833.788,84,96.65
2151.92,-800.904,33,48.62
1495.92,-3817.004,96,97.73
4614.45,-1722.399,93,82.04
-503.74,-657.236,-70,11.41
980.61,-2002.231,43,96.26
1412.5,535.457,85,73.57
4057.22,-74.526,87,26.77
1013.03,-2209.89,-84,69.14
4561.46,198.722,-13,85.73
-41.53,314.474,-100,56.93
874.71,-2756.446,29,41.39
-134.88,-1108.278,73,60.35
804.74,442.202,-35,98.41
1296.77,-4936.215,-71,78.55
3809.31,-168.666,2,25.15
834.77,-3195.11,99,33.18
2210.07,657.358,62,31.48
3428.64,-4954.584,99,48.14
-289.93,-4320.211,36,44.42
3214.23,-380.99,25,72.21
4140.78,19.999,85,76.97
2931.78,-3662.25,-96,93.56
3900.62,467.033,21,32.06
4209.93,-471.183,80,86.47
1669.64,-1933.707,26,46.72
1556.24,-2020.694,100,94.78
2814.6,-803.173,81,58.97
119.28,-4549.931,20,30.01
3238.94,-4700.646,38,62.7
3133.18,-2975.998,-37,59.6
2284.21,-4295.89,-32,75.06
3469.4,-2574.553,51,88.16
262.77,-4848.042,75,49.77
-202.22,-3806.931,71,19.25
4263.47,-2043.448,6,49.96
4626.56,-4813.768,-96,76.98
2183.33,-841.68,-75,34.64
4338.25,-2402.253,66,13.41
2071.53,-754.248,-11,46.9
4588.76,-3004.73,61,24.1
4805.51,-4755.852,-9,89.46
1726.28,-1422.059,8,73.49
1976.49,-4509.832,67,73.43
3205.88,835.122,-15,89.77
3640.59,-1733.542,47,20.71
2120.4,-792.681,-5,78.16
3617.54,-3088.499,-62,77.24
2227.98,-4710.095,77,38.34
2519.63,-3631.442,71,69.21
1953.54,-2672.086,57,38.35
155.86,958.488,49,14.6
1632.46,-627.143,-52,91.62
812.5,-3185.755,38,46.31
-836.42,-4244.493,-24,15.97
-340.53,59.41,5,29.33
3184.54,-4408.888,-38,95.34
2601.21,658.377,79,68.99
2401.4,883.959,32,63.57
3879.78,-4571.199,58,12.8
-508.92,-4017.467,-70,74.51
-221.58,-3969.698,81,39.73
2691.74,-47.488,85,91.69
1579.94,-3119.583,-31,41.65
2487.06,-1613.26,-58,79.4
1048.01,-383.52,86,23.33
3152.26,840.741,-14,66.38
2994.43,937.814,6,76.42
3147.55,946.396,-14,61.06
-512.77,449.345,51,89.17
23.36,-1084.321,19,37.24
3901.58,-548.872,-74,63.1
1814.72,175.701,15,51.13
4695.0,-948.589,79,34.29
197.02,-2121.181,-81,66.69
943.34,856.602,20,62.8
-305.42,-945.631,50,41.46
751.77,-2674.633,-15,71.39
3665.19,426.504,-12,89.03
3299.96,-4130.098,11,39.33
-324.13,-20.498,-42,60.91
2494.0,598.118,-36,47.51
2501.71,-2496.637,4,74.87
3086.72,-3533.019,36,81.32
275.12,-3158.774,24,62.8
3100.93,124.324,-14,74.26
3351.16,-1478.262,-60,93.49
4325.37,504.313,54,31.66
3279.87,-3464.452,24,50.01
3543.81,-4915.986,-67,38.25
800.19,-1032.397,-38,25.18
1962.57,-1002.216,8,95.9
4436.47,-2569.47,-76,11.46
4286.83,-4085.479,-10,55.34
1996.66,-3965.417,-15,46.73
1600.55,-3698.388,-20,85.95
3093.35,-3977.117,-6,73.11
3422.51,448.924,-93,75.36
989.75,382.918,82,73.18
1573.46,-1532.966,87,49.82
4252.31,-4529.957,15,13.24
2377.11,-2022.76,-91,66.51
-583.86,-4027.24,47,69.97
1921.0,-727.462,89,57.36
73.75,-4910.365,38,32.08
867.54,-4087.983,98,52.54
4518.54,68.904,19,83.95
1194.94,694.289,8,46.83
-736.45,-3693.703,58,97.75
2828.05,-4545.284,-7,51.7
928.49,-261.155,-76,69.53
3416.89,-4555.866,82,88.62
2733.05,-2172.137,24,57.54
1583.07,-960.53,27,24.36
4369.65,-3574.648,-83,17.45
4637.9,-3669.477,-92,41.81
3774.6,-713.288,25,85.27
4025.21,-879.793,32,37.69
4706.68,-446.631,91,45.69
3325.8,734.572,-22,25.15
4495.91,-878.593,-70,96.48
-98.51,-4777.245,-62,64.35
-630.53,-2861.207,-100,12.15
4162.84,191.551,-69,15.38
2629.19,-467.441,95,73.1
4410.16,-1614.492,47,75.08
4824.5,-2016.895,-2,28.08
792.8,-2437.874,-75,90.12
2980.88,-4491.847,87,66.18
4736.16,-1743.708,-33,72.96
3913.97,-3876.797,92,92.76
-791.36,-35.704,21,23.56
2092.97,-1816.431,-65,57.02
4985.2,-4240.23,4,99.63
3953.09,-2994.884,49,47.01
3529.65,-966.094,-72,62.16
4352.89,-71.731,42,40.89
1839.18,-2436.268,38,62.43
3403.75,298.458,27,67.99
-394.76,-1083.617,29,68.56
770.93,-2887.492,-91,53.76
4309.66,-1648.832,48,45.95
568.95,-3322.509,-73,82.11
4765.53,-2367.409,-43,15.21
12.26,-3005.118,25,13.3
2938.06,-4670.782,98,10.27
2906.48,-1322.245,-55,18.37
2829.56,-4831.931,-69,50.59
987.36,-1188.127,38,10.08
903.98,-2970.766,39,81.04
4911.17,-3528.395,2,52.02
349.45,-751.248,-22,57.15
3698.47,-1657.646,-23,20.59
2982.08,-3980.784,36,38.1
2254.89,-3396.483,-30,91.44
861.76,-1585.109,-95,91.82
4456.94,-1368.003,34,39.57
713.12,-404.885,-32,18.7
2825.31,-1091.907,24,58.99
4266.94,986.401,73,90.02
1530.04,-4906.064,-94,72.11
2821.67,-4397.774,-41,37.29
2435.84,-333.754,-65,54.51
4701.56,678.855,7,22.22
575.58,-1742.866,-51,33.09
756.61,-4528.207,-3,62.73
3540.44,-4050.89,33,27.8
449.91,-3992.521,-21,74.26
1451.79,-2541.32,-89,64.18
2410.95,-458.534,94,31.54
-257.93,-3991.083,-50,24.26
3164.43,527.807,3,77.11
2133.39,-4915.313,-27,72.71
3699.79,-2909.784,13,98.38
-832.34,-3808.919,-14,20.27
1424.4,-2957.895,-95,38.96
-316.4,-4245.934,-68,59.21
1618.68,-2698.848,61,25.89
364.9,-3386.459,-13,94.03
495.12,-2115.462,-38,44.19
-154.93,-3201.788,-43,83.15
1170.3,-1119.445,-55,93.3
4269.29,-1658.538,-27,88.78
286.48,-3110.951,31,76.22
614.55,-1943.277,-55,36.94
-765.82,-1839.706,-87,12.53
195.02,760.905,-28,47.82
2581.69,-3447.388,31,79.43
935.92,-2582.935,-42,40.55
1401.53,318.622,32,74.02
1932.04,-3200.95,99,62.23
593.23,55.311,61,98.75
3083.02,-3058.817,24,39.96
1003.74,-865.134,-27,42.48
-597.59,-4589.337,51,50.0
2659.27,-4888.724,33,41.09
4522.26,-3478.469,-19,55.22
4686.61,998.867,6,17.29
3025.61,-4206.521,62,75.11
3235.24,-4198.525,0,57.98
787.97,107.125,-7,81.86
2224.94,-4158.754,53,42.04
1775.86,-2653.106,97,13.8
3646.18,-3098.45,-98,99.59
117.91,-4510.857,-75,12.29
-728.51,-2323.689,-19,77.14
-954.7,961.073,52,24.32
2616.01,761.458,-47,56.74
2713.41,-4761.187,38,69.15
2903.7,-809.992,-52,34.01
-571.66,-2124.29,-9,28.2
2065.49,-4572.171,-33,33.8
1180.46,-2924.506,41,47.32
-418.41,-1777.975,-49,97.75
1608.37,-4580.449,-9,79.42
1948.7,668.044,-49,56.52
1338.56,-3497.257,78,87.9
-604.58,951.879,25,71.6
2546.41,-1032.699,83,28.03
1253.18,-1945.007,77,65.38
3407.56,-1660.692,-71,37.3
339.84,-2979.566,4,66.79
3634.39,-1651.454,76,10.07
3492.04,-580.312,26,63.36
2911.49,-1039.171,-22,90.39
4545.82,-1416.759,-84,79.21
778.35,-532.685,-83,62.05
3960.64,-2772.956,-24,40.5
1212.51,489.729,31,82.9
3708.88,266.94,31,87.99
-594.24,61.283,56,32.0
4032.81,-339.045,-75,51.76
306.62,-2924.132,50,52.65
-755.29,-3467.732,-75,96.23
1038.04,-1583.79,-13,93.12
2686.52,-3752.885,-63,88.94
603.64,-180.943,2,82.8
2035.0,-2194.312,85,30.34
795.53,-1980.83,51,24.79
1977.99,-1924.92,-77,96.15
4608.66,-4842.865,-21,73.62
1207.55,-2965.046,73,96.88
4625.17,-1436.25,54,52.74
4797.1,-1165.136,-40,97.86
2339.87,-4299.584,59,83.45
2543.12,350.546,57,49.65
1776.23,-4804.232,-37,44.23
-636.08,-1805.321,-53,91.41
1774.2,-3887.458,-31,91.52
-680.32,-1949.69,-77,59.67
2606.85,563.198,-35,78.1
4962.15,-2337.439,53,18.41
1713.03,-3447.882,65,60.89
4361.1,335.297,-48,62.44
287.73,-4641.792,80,48.6
1883.41,-2420.883,-65,78.73
-521.29,-516.856,21,16.49
4929.51,-1790.241,-76,95.93
3879.2,-1262.628,28,64.66
170.87,-2511.647,64,27.37
-36.02,-2057.832,-14,28.3
3368.75,-4349.62,56,76.72
4934.54,-3325.992,-86,98.42
1367.7,978.754,-42,20.68
229.73,-764.585,-100,26.54
4011.25,-2283.498,-60,93.24
4686.08,-1974.857,-53,10.02
-239.75,620.348,88,80.0
3673.48,-4183.585,-35,30.73
143.67,390.416,37,19.17
4665.13,-3242.011,58,73.87
262.69,-4972.944,37,53.85
-767.32,-2411.18,-43,49.57
2293.71,-94.161,37,20.95
3004.01,654.753,-98,26.28
3415.51,-2563.478,-51,88.35
4805.63,-3740.301,-27,71.67
4146.38,580.039,84,66.8
159.88,356.753,38,66.22
1895.03,-791.364,94,79.72
4980.17,-3073.493,-48,96.17
-980.51,132.824,20,99.37
4415.98,973.795,-23,20.61
2906.1,-3472.461,1,50.17
1111.79,654.139,-39,85.36
3290.84,-4173.808,28,12.29
-731.84,-3635.978,13,97.12
4669.86,-3221.019,-30,68.07
4897.09,-1291.99,-14,82.95
813.36,-153.749,66,69.54
3843.55,-732.849,9,50.71
489.22,-4342.179,-50,74.71
1736.49,-1708.708,-54,59.04
4788.37,-1755.574,-85,35.18
4651.66,-3135.715,98,77.58
2900.86,511.314,2,69.72
1541.76,-1751.484,-44,69.68
2531.41,-3294.784,-34,99.46
1160.14,-4311.313,-38,70.41
343.55,-186.509,73,83.98
3401.65,830.88,-74,94.11
-528.36,-1285.144,-36,57.33
729.17,-55.561,18,63.07
434.46,-4582.643,-32,98.54
2286.2,-4705.469,78,64.73
1742.61,-3646.863,-61,69.36
-578.21,-3960.089,-23,42.08
3113.97,-3593.558,93,79.35
494.03,-2344.493,-88,30.8
3761.35,-1559.045,62,60.59
4869.99,-1166.764,-79,88.74
3465.83,-1943.802,46,56.06
1706.85,-4958.213,53,65.07
-58.63,-4279.121,11,26.0
714.46,-2391.892,-27,94.64
-218.23,887.913,-11,82.12
409.39,-1703.895,-44,88.86
3296.56,-3810.666,60,52.91
-885.93,-1120.683,-29,71.07
-380.96,-4852.555,-2,47.58
4120.58,-4488.812,-95,67.46
1821.63,-1500.244,-52,84.51
-304.21,-2127.925,34,15.34
931.83,-1790.039,83,17.1
4629.83,-1958.016,-62,76.39
-33.67,-3732.199,39,45.51
-565.35,-1089.183,-10,38.63
3091.88,-3477.085,-60,88.94
-64.44,-4210.196,82,86.99
-553.23,48.023,-72,68.06
3424.54,508.914,41,93.52
2110.21,-4984.203,-53,21.09
4255.19,-2382.692,99,63.06
4117.64,408.352,-54,98.08
1840.49,-3872.224,18,69.46
-569.43,-4055.953,-53,28.28
1382.23,998.751,-40,46.41
-27.39,723.099,-98,12.31
4956.5,344.805,-97,69.08
1700.72,126.824,-76,29.56
2438.35,549.882,-56,72.72
-646.05,-4930.817,80,21.87
-44.46,-322.029,22,52.35
-171.55,-269.642,-23,68.01
884.82,-4747.402,-67,19.84
4884.77,847.771,37,93.04
2127.81,-2286.325,-92,11.29
-882.65,-1491.845,80,47.95
710.23,-2565.187,-1,53.07
1076.61,-385.467,-99,38.18
715.38,339.583,22,85.72
1674.16,-2886.182,-19,57.47
2990.06,-3801.486,-64,49.15
3524.56,-1490.076,-62,86.07
228.27,-4389.826,23,72.3
-143.5,-1192.944,-73,35.84
-982.88,249.862,21,86.34
1030.67,-3843.128,-73,83.93
1403.43,733.108,48,87.76
1333.39,-968.596,-42,47.88
-53.92,-2847.59,16,72.6
1816.56,199.524,93,38.14
3263.51,-4214.063,-32,38.52
3660.21,-1764.827,0,31.87
1477.21,574.444,27,37.97
876.54,-4245.885,-14,38.97
4605.19,533.504,-4,32.14
2956.14,-94.345,78,92.36
604.52,-3853.284,-39,84.18
4675.25,-2838.049,11,33.4
4526.94,676.494,-88,83.18
-152.11,-3019.018,-60,14.41
2439.73,760.13,75,51.8
1080.56,-1027.22,-97,27.46
-480.57,38.449,-90,44.45
-643.05,-3402.257,77,77.78
-900.31,-3901.742,93,45.37
1413.37,-3865.882,86,66.51
3853.0,-350.633,-53,46.51
2863.23,-4915.695,-13,68.35
1675.2,-901.634,-1,28.19
3470.79,-2930.125,24,24.85
2886.44,-2661.162,92,76.68
428.68,-3919.065,-49,12.69
3716.98,-4809.757,-18,61.97
3925.95,473.497,17,68.97
-97.94,-518.151,-91,64.73
2944.24,-4375.828,56,17.41
3260.14,-4418.17,68,80.36
912.29,997.638,93,99.78
2499.1,-4614.163,47,59.59
4162.44,-2407.447,53,16.2
410.2,-3385.163,-99,10.43
2731.91,-1744.581,-10,62.07
1177.32,-4200.195,19,79.08
4406.81,-28.554,-90,95.35
3172.83,172.44,-18,76.56
663.5,-4498.183,-69,16.4
4000.01,-1355.561,66,50.84
1731.54,560.628,77,72.63
-159.49,-332.463,-97,34.89
4733.24,-5.392,3,26.01
-442.36,-2843.092,-86,29.79
1636.16,-3467.343,53,71.71
3245.63,-4982.502,58,19.59
1703.56,-4282.066,-90,37.18
-424.45,-3627.142,-13,62.34
3301.99,-4449.638,85,54.19
3679.33,306.41,-100,42.27
1201.9,-1014.844,52,56.55
2876.04,-1250.5,-99,17.06
320.05,418.124,75,82.57
661.57,-2898.145,33,81.79
893.36,234.549,-62,76.48
737.26,269.418,61,84.46
4064.81,-1188.306,-67,71.63
55.44,982.096,-94,62.84
193.04,-3356.945,40,95.09
-985.79,-885.642,-13,56.36
-119.69,-651.222,47,84.01
1449.46,-2676.093,-2,31.64
2430.13,-1756.516,-1,91.05
-340.46,-1223.52,26,59.29
3117.04,-579.038,61,31.35
2223.55,-4775.022,-9,95.05
-321.2,-3726.09,-44,33.27
2953.37,-1243.204,29,30.96
4135.46,-3484.396,-5,67.12
263.56,-1247.211,13,96.42
4892.2,-452.077,33,44.64
201.57,-1120.387,100,78.86
1203.98,-2235.904,97,48.99
4831.24,-4630.095,-66,71.34
-325.99,-4033.533,35,31.08
558.94,400.955,47,11.91
4644.5,-2442.048,-90,25.92
3797.8,549.633,-57,39.0
1316.76,-3363.575,-56,41.79
949.2,-3150.353,-15,25.14
1819.91,-2766.505,82,43.42
4667.24,-359.045,-58,10.21
2438.59,-3318.861,54,55.21
2816.66,-3596.955,62,21.13
4778.39,622.472,52,62.38
4148.48,552.404,36,17.04
1603.2,910.42,-89,90.68
1345.15,-2339.46,-10,35.21
2776.67,-3772.62,85,77.16
-535.78,-4825.823,-61,40.77
2362.66,-1238.24,-92,32.39
4872.94,-3899.186,22,46.97
1396.81,-2332.974,-77,74.45
-785.66,-4013.045,-38,82.17
1598.36,-4401.176,-10,49.55
3147.06,-3357.298,-35,30.58
2452.43,-3738.26,2,45.35
2183.3,-2156.984,47,83.01
3592.54,-437.088,54,16.94
1885.86,-2732.089,-67,41.34
-658.94,-1211.875,11,56.63
-459.46,-4280.274,19,61.88
105.06,-1985.243,-22,61.59
2291.81,-622.57,-78,10.7
3497.77,-4207.614,17,43.56
-151.11,-626.812,52,72.53
3874.56,-3861.691,-87,63.84
3660.34,-3546.872,21,70.54
980.88,526.117,3,95.41
3101.88,-3087.903,-97,51.96
-524.48,-1141.533,-62,46.8
883.48,-175.311,-29,19.97
2619.58,-3315.832,4,96.07
354.41,-496.867,88,26.49
1394.87,-4742.227,48,35.18
1315.76,-3871.801,-57,39.32
3859.92,978.401,14,88.76
2700.33,-2587.85,18,64.62
420.74,-4381.37,-77,59.37
3181.35,-1007.249,-26,79.4
-219.1,-2146.178,-38,58.7
4350.63,-3091.706,-11,22.72
1153.59,-2601.154,-72,94.37
4761.89,-3869.928,35,61.75
817.7,-4135.212,-33,87.96
2250.37,-2630.923,-56,68.65
1863.47,-3906.61,-86,41.51
3139.56,-3949.984,52,42.76
3635.49,-2602.571,-38,59.54
580.87,-4416.476,-36,65.86
101.71,-187.809,-89,63.85
2293.32,-3698.554,0,70.74
4393.03,-1708.05,3,92.2
3001.66,-2913.666,-6,74.48
-189.12,-1073.939,-24,48.93
-841.29,-1374.274,-27,31.85
146.2,-1208.714,-21,40.67
2982.08,-3480.839,75,43.58
-711.24,-4807.728,-5,28.77
4864.27,-4859.423,4,82.69
3925.98,-554.901,-62,11.44
1497.15,-186.39,6,13.75
2632.11,-3701.366,-74,72.92
1682.48,-169.825,80,22.22
2265.76,-4454.96,-91,61.88
1086.8,-950.288,67,52.54
4103.96,-4010.072,-10,99.67
4565.55,-2339.107,41,50.72
4898.21,-3904.292,27,65.81
100.34,-112.91,-23,23.26
-336.86,-3476.063,0,76.27
648.63,-4306.822,15,74.98
-72.36,-3508.506,89,75.06
2292.77,-2667.46,-64,41.52
2101.36,67.434,32,61.38
3621.08,-480.637,-28,53.01
4760.35,-54.616,-16,35.54
-272.15,-2063.692,34,67.25
1510.45,-1224.235,0,15.84
2015.44,-3958.25,94,31.02
4053.35,847.507,-10,25.91
4438.92,-726.174,93,78.95
-815.98,-4625.038,40,55.51
957.94,-2894.621,-41,66.44
3663.22,62.398,32,32.71
2423.18,-3431.304,-50,69.65
2978.94,-545.421,-70,24.37
4230.74,-3060.097,-64,26.41
2692.11,-982.209,74,37.52
3948.64,-854.041,-52,88.09
4732.99,229.08,-66,55.64
4019.58,-555.561,17,91.33
2471.66,-1663.437,69,20.05
4307.43,631.394,84,14.27
1195.9,-2878.612,-64,57.89
3172.44,-108.621,-78,26.86
1838.04,-3601.696,-34,91.81
2230.54,-3558.301,96,64.16
-943.73,-3575.719,39,46.29
3088.91,-909.526,100,95.65
-65.97,741.784,88,89.84
4820.92,-1921.204,-64,53.26
3451.26,-3311.209,-77,35.28
3427.21,974.007,-42,43.13
3014.92,-2109.712,19,82.67
2957.07,-337.081,89,55.35
-661.33,-1621.167,13,64.55
2317.68,501.487,-18,29.9
4974.75,-3424.518,11,33.58
-301.94,-2508.218,-24,10.3
1792.49,720.591,-37,58.27
4184.86,-2247.402,61,51.26
-482.52,-4258.849,74,54.71
4838.75,-2554.277,-59,95.7
390.88,-970.628,58,21.79
1651.8,-3549.9,98,81.59
3391.32,-1655.19,58,60.05
